event_id,intervention_type,policy_category,creator_tier,minutes_from_event,ccv
EVT_00701,content_warning_overlay,hate_speech,Micro,8,1901
EVT_00701,content_warning_overlay,hate_speech,Micro,9,1880
EVT_00701,content_warning_overlay,hate_speech,Micro,10,1906
EVT_00701,content_warning_overlay,hate_speech,Micro,11,1917
EVT_00701,content_warning_overlay,hate_speech,Micro,12,1983
EVT_00701,content_warning_overlay,hate_speech,Micro,13,1944
EVT_00701,content_warning_overlay,hate_speech,Micro,14,1983
EVT_00701,content_warning_overlay,hate_speech,Micro,15,2041
EVT_01968,audio_mute,misinformation,Micro,-5,2143
EVT_01968,audio_mute,misinformation,Micro,-4,2281
EVT_01968,audio_mute,misinformation,Micro,-3,2073
EVT_01968,audio_mute,misinformation,Micro,-2,2139
EVT_01968,audio_mute,misinformation,Micro,-1,2114
EVT_01968,audio_mute,misinformation,Micro,0,2188
EVT_01968,audio_mute,misinformation,Micro,1,1850
EVT_01968,audio_mute,misinformation,Micro,2,1682
EVT_01968,audio_mute,misinformation,Micro,3,1536
EVT_01968,audio_mute,misinformation,Micro,4,1403
EVT_01968,audio_mute,misinformation,Micro,5,1143
EVT_01968,audio_mute,misinformation,Micro,6,1088
EVT_01968,audio_mute,misinformation,Micro,7,1109
EVT_01968,audio_mute,misinformation,Micro,8,1244
EVT_01968,audio_mute,misinformation,Micro,9,1161
EVT_01968,audio_mute,misinformation,Micro,10,1161
EVT_01968,audio_mute,misinformation,Micro,11,1277
EVT_01968,audio_mute,misinformation,Micro,12,1271
EVT_01968,audio_mute,misinformation,Micro,13,1296
EVT_01968,audio_mute,misinformation,Micro,14,1215
EVT_01968,audio_mute,misinformation,Micro,15,1204
EVT_03549,escalated_review_flag,minor_safety,Macro,-5,106873
EVT_03549,escalated_review_flag,minor_safety,Macro,-4,107518
EVT_03549,escalated_review_flag,minor_safety,Macro,-3,107612
EVT_03549,escalated_review_flag,minor_safety,Macro,-2,111168
EVT_03549,escalated_review_flag,minor_safety,Macro,-1,100912
EVT_03549,escalated_review_flag,minor_safety,Macro,0,108278
EVT_03549,escalated_review_flag,minor_safety,Macro,1,100934
EVT_03549,escalated_review_flag,minor_safety,Macro,2,101908
EVT_03549,escalated_review_flag,minor_safety,Macro,3,95896
EVT_03549,escalated_review_flag,minor_safety,Macro,4,91994
EVT_03549,escalated_review_flag,minor_safety,Macro,5,89247
EVT_03549,escalated_review_flag,minor_safety,Macro,6,87660
EVT_03549,escalated_review_flag,minor_safety,Macro,7,91016
EVT_03549,escalated_review_flag,minor_safety,Macro,8,89479
EVT_03549,escalated_review_flag,minor_safety,Macro,9,92989
EVT_03549,escalated_review_flag,minor_safety,Macro,10,92871
EVT_03549,escalated_review_flag,minor_safety,Macro,11,95296
EVT_03549,escalated_review_flag,minor_safety,Macro,12,92674
EVT_03549,escalated_review_flag,minor_safety,Macro,13,93196
EVT_03549,escalated_review_flag,minor_safety,Macro,14,95261
EVT_03549,escalated_review_flag,minor_safety,Macro,15,91138
EVT_01340,caption_text_removal,hate_speech,Nano,-5,194
EVT_01340,caption_text_removal,hate_speech,Nano,-4,204
EVT_01340,caption_text_removal,hate_speech,Nano,-3,195
EVT_01340,caption_text_removal,hate_speech,Nano,-2,217
EVT_01340,caption_text_removal,hate_speech,Nano,-1,211
EVT_01340,caption_text_removal,hate_speech,Nano,0,211
EVT_01340,caption_text_removal,hate_speech,Nano,1,195
EVT_01340,caption_text_removal,hate_speech,Nano,2,188
EVT_01340,caption_text_removal,hate_speech,Nano,3,177
EVT_01340,caption_text_removal,hate_speech,Nano,4,172
EVT_01340,caption_text_removal,hate_speech,Nano,5,157
EVT_01340,caption_text_removal,hate_speech,Nano,6,150
EVT_01340,caption_text_removal,hate_speech,Nano,7,157
EVT_01340,caption_text_removal,hate_speech,Nano,8,155
EVT_01340,caption_text_removal,hate_speech,Nano,9,167
EVT_01340,caption_text_removal,hate_speech,Nano,10,168
EVT_01340,caption_text_removal,hate_speech,Nano,11,156
EVT_01340,caption_text_removal,hate_speech,Nano,12,167
EVT_01340,caption_text_removal,hate_speech,Nano,13,165
EVT_01340,caption_text_removal,hate_speech,Nano,14,156
EVT_01340,caption_text_removal,hate_speech,Nano,15,161
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,-5,1149
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,-4,1195
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,-3,1126
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,-2,1166
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,-1,1145
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,0,1180
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,1,1108
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,2,1045
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,3,997
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,4,992
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,5,880
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,6,866
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,7,905
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,8,891
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,9,863
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,10,950
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,11,892
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,12,894
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,13,907
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,14,946
EVT_02654,escalated_review_flag,adult_nudity_sexual,Micro,15,869
EVT_01898,content_warning_overlay,hate_speech,Nano,-5,362
EVT_01898,content_warning_overlay,hate_speech,Nano,-4,382
EVT_01898,content_warning_overlay,hate_speech,Nano,-3,361
EVT_01898,content_warning_overlay,hate_speech,Nano,-2,347
EVT_01898,content_warning_overlay,hate_speech,Nano,-1,354
EVT_01898,content_warning_overlay,hate_speech,Nano,0,361
EVT_01898,content_warning_overlay,hate_speech,Nano,1,358
EVT_01898,content_warning_overlay,hate_speech,Nano,2,335
EVT_01898,content_warning_overlay,hate_speech,Nano,3,330
EVT_01898,content_warning_overlay,hate_speech,Nano,4,303
EVT_01898,content_warning_overlay,hate_speech,Nano,5,291
EVT_01898,content_warning_overlay,hate_speech,Nano,6,297
EVT_01898,content_warning_overlay,hate_speech,Nano,7,310
EVT_01898,content_warning_overlay,hate_speech,Nano,8,300
EVT_01898,content_warning_overlay,hate_speech,Nano,9,302
EVT_01898,content_warning_overlay,hate_speech,Nano,10,303
EVT_01898,content_warning_overlay,hate_speech,Nano,11,308
EVT_01898,content_warning_overlay,hate_speech,Nano,12,297
EVT_01898,content_warning_overlay,hate_speech,Nano,13,305
EVT_01898,content_warning_overlay,hate_speech,Nano,14,296
EVT_01898,content_warning_overlay,hate_speech,Nano,15,316
EVT_02798,escalated_review_flag,misinformation,Macro,-5,53497
EVT_02798,escalated_review_flag,misinformation,Macro,-4,53363
EVT_02798,escalated_review_flag,misinformation,Macro,-3,55716
EVT_02798,escalated_review_flag,misinformation,Macro,-2,54944
EVT_02798,escalated_review_flag,misinformation,Macro,-1,55350
EVT_02798,escalated_review_flag,misinformation,Macro,0,55062
EVT_02798,escalated_review_flag,misinformation,Macro,1,51439
EVT_02798,escalated_review_flag,misinformation,Macro,2,52223
EVT_02798,escalated_review_flag,misinformation,Macro,3,49254
EVT_02798,escalated_review_flag,misinformation,Macro,4,47585
EVT_02798,escalated_review_flag,misinformation,Macro,5,43338
EVT_02798,escalated_review_flag,misinformation,Macro,6,44571
EVT_02798,escalated_review_flag,misinformation,Macro,7,44531
EVT_02798,escalated_review_flag,misinformation,Macro,8,45750
EVT_02798,escalated_review_flag,misinformation,Macro,9,45985
EVT_02798,escalated_review_flag,misinformation,Macro,10,45125
EVT_02798,escalated_review_flag,misinformation,Macro,11,43449
EVT_02798,escalated_review_flag,misinformation,Macro,12,47263
EVT_02798,escalated_review_flag,misinformation,Macro,13,46122
EVT_02798,escalated_review_flag,misinformation,Macro,14,45045
EVT_02798,escalated_review_flag,misinformation,Macro,15,46357
EVT_00869,stream_pause,hate_speech,Nano,-5,269
EVT_00869,stream_pause,hate_speech,Nano,-4,289
EVT_00869,stream_pause,hate_speech,Nano,-3,269
EVT_00869,stream_pause,hate_speech,Nano,-2,280
EVT_00869,stream_pause,hate_speech,Nano,-1,283
EVT_00869,stream_pause,hate_speech,Nano,0,286
EVT_00869,stream_pause,hate_speech,Nano,1,272
EVT_00869,stream_pause,hate_speech,Nano,2,265
EVT_00869,stream_pause,hate_speech,Nano,3,253
EVT_00869,stream_pause,hate_speech,Nano,4,243
EVT_00869,stream_pause,hate_speech,Nano,5,234
EVT_00869,stream_pause,hate_speech,Nano,6,232
EVT_00869,stream_pause,hate_speech,Nano,7,225
EVT_00869,stream_pause,hate_speech,Nano,8,231
EVT_00869,stream_pause,hate_speech,Nano,9,236
EVT_00869,stream_pause,hate_speech,Nano,10,235
EVT_00869,stream_pause,hate_speech,Nano,11,237
EVT_00869,stream_pause,hate_speech,Nano,12,236
EVT_00869,stream_pause,hate_speech,Nano,13,234
EVT_00869,stream_pause,hate_speech,Nano,14,237
EVT_00869,stream_pause,hate_speech,Nano,15,238
EVT_02881,caption_text_removal,hate_speech,Nano,-5,360
EVT_02881,caption_text_removal,hate_speech,Nano,-4,364
EVT_02881,caption_text_removal,hate_speech,Nano,-3,359
EVT_02881,caption_text_removal,hate_speech,Nano,-2,349
EVT_02881,caption_text_removal,hate_speech,Nano,-1,345
EVT_02881,caption_text_removal,hate_speech,Nano,0,378
EVT_02881,caption_text_removal,hate_speech,Nano,1,341
EVT_02881,caption_text_removal,hate_speech,Nano,2,335
EVT_02881,caption_text_removal,hate_speech,Nano,3,330
EVT_02881,caption_text_removal,hate_speech,Nano,4,317
EVT_02881,caption_text_removal,hate_speech,Nano,5,307
EVT_02881,caption_text_removal,hate_speech,Nano,6,300
EVT_02881,caption_text_removal,hate_speech,Nano,7,305
EVT_02881,caption_text_removal,hate_speech,Nano,8,305
EVT_02881,caption_text_removal,hate_speech,Nano,9,304
EVT_02881,caption_text_removal,hate_speech,Nano,10,308
EVT_02881,caption_text_removal,hate_speech,Nano,11,314
EVT_02881,caption_text_removal,hate_speech,Nano,12,308
EVT_02881,caption_text_removal,hate_speech,Nano,13,309
EVT_02881,caption_text_removal,hate_speech,Nano,14,317
EVT_02881,caption_text_removal,hate_speech,Nano,15,317
EVT_03420,stream_pause,illegal_regulated_goods,Mid,-5,4616
EVT_03420,stream_pause,illegal_regulated_goods,Mid,-4,4175
EVT_03420,stream_pause,illegal_regulated_goods,Mid,-3,4526
EVT_03420,stream_pause,illegal_regulated_goods,Mid,-2,4486
EVT_03420,stream_pause,illegal_regulated_goods,Mid,-1,4290
EVT_03420,stream_pause,illegal_regulated_goods,Mid,0,4429
EVT_03420,stream_pause,illegal_regulated_goods,Mid,1,4353
EVT_03420,stream_pause,illegal_regulated_goods,Mid,2,4042
EVT_03420,stream_pause,illegal_regulated_goods,Mid,3,4008
EVT_03420,stream_pause,illegal_regulated_goods,Mid,4,3898
EVT_03420,stream_pause,illegal_regulated_goods,Mid,5,3582
EVT_03420,stream_pause,illegal_regulated_goods,Mid,6,3670
EVT_03420,stream_pause,illegal_regulated_goods,Mid,7,3715
EVT_03420,stream_pause,illegal_regulated_goods,Mid,8,3627
EVT_03420,stream_pause,illegal_regulated_goods,Mid,9,3627
EVT_03420,stream_pause,illegal_regulated_goods,Mid,10,3700
EVT_03420,stream_pause,illegal_regulated_goods,Mid,11,3789
EVT_03420,stream_pause,illegal_regulated_goods,Mid,12,3782
EVT_03420,stream_pause,illegal_regulated_goods,Mid,13,3658
EVT_03420,stream_pause,illegal_regulated_goods,Mid,14,3798
EVT_03420,stream_pause,illegal_regulated_goods,Mid,15,3675
EVT_02337,stream_pause,minor_safety,Nano,-5,283
EVT_02337,stream_pause,minor_safety,Nano,-4,294
EVT_02337,stream_pause,minor_safety,Nano,-3,307
EVT_02337,stream_pause,minor_safety,Nano,-2,302
EVT_02337,stream_pause,minor_safety,Nano,-1,297
EVT_02337,stream_pause,minor_safety,Nano,0,295
EVT_02337,stream_pause,minor_safety,Nano,1,284
EVT_02337,stream_pause,minor_safety,Nano,2,274
EVT_02337,stream_pause,minor_safety,Nano,3,256
EVT_02337,stream_pause,minor_safety,Nano,4,248
EVT_02337,stream_pause,minor_safety,Nano,5,237
EVT_02337,stream_pause,minor_safety,Nano,6,229
EVT_02337,stream_pause,minor_safety,Nano,7,234
EVT_02337,stream_pause,minor_safety,Nano,8,241
EVT_02337,stream_pause,minor_safety,Nano,9,240
EVT_02337,stream_pause,minor_safety,Nano,10,240
EVT_02337,stream_pause,minor_safety,Nano,11,236
EVT_02337,stream_pause,minor_safety,Nano,12,251
EVT_02337,stream_pause,minor_safety,Nano,13,239
EVT_02337,stream_pause,minor_safety,Nano,14,245
EVT_02337,stream_pause,minor_safety,Nano,15,243
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,-5,966
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,-4,978
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,-3,926
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,-2,965
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,-1,999
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,0,998
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,1,933
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,2,905
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,3,917
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,4,866
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,5,804
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,6,804
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,7,835
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,8,800
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,9,841
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,10,829
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,11,833
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,12,822
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,13,816
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,14,858
EVT_02917,content_warning_overlay,illegal_regulated_goods,Micro,15,828
EVT_03768,stream_pause,illegal_regulated_goods,Micro,-5,838
EVT_03768,stream_pause,illegal_regulated_goods,Micro,-4,846
EVT_03768,stream_pause,illegal_regulated_goods,Micro,-3,852
EVT_03768,stream_pause,illegal_regulated_goods,Micro,-2,822
EVT_03768,stream_pause,illegal_regulated_goods,Micro,-1,834
EVT_03768,stream_pause,illegal_regulated_goods,Micro,0,838
EVT_03768,stream_pause,illegal_regulated_goods,Micro,1,829
EVT_03768,stream_pause,illegal_regulated_goods,Micro,2,766
EVT_03768,stream_pause,illegal_regulated_goods,Micro,3,718
EVT_03768,stream_pause,illegal_regulated_goods,Micro,4,680
EVT_03768,stream_pause,illegal_regulated_goods,Micro,5,655
EVT_03768,stream_pause,illegal_regulated_goods,Micro,6,703
EVT_03768,stream_pause,illegal_regulated_goods,Micro,7,682
EVT_03768,stream_pause,illegal_regulated_goods,Micro,8,693
EVT_03768,stream_pause,illegal_regulated_goods,Micro,9,696
EVT_03768,stream_pause,illegal_regulated_goods,Micro,10,690
EVT_03768,stream_pause,illegal_regulated_goods,Micro,11,691
EVT_03768,stream_pause,illegal_regulated_goods,Micro,12,712
EVT_03768,stream_pause,illegal_regulated_goods,Micro,13,699
EVT_03768,stream_pause,illegal_regulated_goods,Micro,14,723
EVT_03768,stream_pause,illegal_regulated_goods,Micro,15,712
EVT_00238,stream_pause,adult_nudity_sexual,Nano,-5,124
EVT_00238,stream_pause,adult_nudity_sexual,Nano,-4,125
EVT_00238,stream_pause,adult_nudity_sexual,Nano,-3,124
EVT_00238,stream_pause,adult_nudity_sexual,Nano,-2,130
EVT_00238,stream_pause,adult_nudity_sexual,Nano,-1,125
EVT_00238,stream_pause,adult_nudity_sexual,Nano,0,124
EVT_00238,stream_pause,adult_nudity_sexual,Nano,1,118
EVT_00238,stream_pause,adult_nudity_sexual,Nano,2,110
EVT_00238,stream_pause,adult_nudity_sexual,Nano,3,102
EVT_00238,stream_pause,adult_nudity_sexual,Nano,4,97
EVT_00238,stream_pause,adult_nudity_sexual,Nano,5,87
EVT_00238,stream_pause,adult_nudity_sexual,Nano,6,84
EVT_00238,stream_pause,adult_nudity_sexual,Nano,7,82
EVT_00238,stream_pause,adult_nudity_sexual,Nano,8,84
EVT_00238,stream_pause,adult_nudity_sexual,Nano,9,87
EVT_00238,stream_pause,adult_nudity_sexual,Nano,10,85
EVT_00238,stream_pause,adult_nudity_sexual,Nano,11,92
EVT_00238,stream_pause,adult_nudity_sexual,Nano,12,88
EVT_00238,stream_pause,adult_nudity_sexual,Nano,13,89
EVT_00238,stream_pause,adult_nudity_sexual,Nano,14,88
EVT_00238,stream_pause,adult_nudity_sexual,Nano,15,91
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,-5,305
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,-4,335
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,-3,327
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,-2,324
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,-1,302
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,0,316
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,1,302
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,2,277
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,3,247
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,4,229
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,5,210
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,6,209
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,7,222
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,8,202
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,9,220
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,10,209
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,11,212
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,12,208
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,13,218
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,14,231
EVT_00644,escalated_review_flag,spam_fake_engagement,Nano,15,225
EVT_03847,caption_text_removal,violent_graphic,Nano,-5,82
EVT_03847,caption_text_removal,violent_graphic,Nano,-4,87
EVT_03847,caption_text_removal,violent_graphic,Nano,-3,88
EVT_03847,caption_text_removal,violent_graphic,Nano,-2,85
EVT_03847,caption_text_removal,violent_graphic,Nano,-1,90
EVT_03847,caption_text_removal,violent_graphic,Nano,0,86
EVT_03847,caption_text_removal,violent_graphic,Nano,1,84
EVT_03847,caption_text_removal,violent_graphic,Nano,2,80
EVT_03847,caption_text_removal,violent_graphic,Nano,3,80
EVT_03847,caption_text_removal,violent_graphic,Nano,4,77
EVT_03847,caption_text_removal,violent_graphic,Nano,5,75
EVT_03847,caption_text_removal,violent_graphic,Nano,6,73
EVT_03847,caption_text_removal,violent_graphic,Nano,7,74
EVT_03847,caption_text_removal,violent_graphic,Nano,8,73
EVT_03847,caption_text_removal,violent_graphic,Nano,9,71
EVT_03847,caption_text_removal,violent_graphic,Nano,10,75
EVT_03847,caption_text_removal,violent_graphic,Nano,11,72
EVT_03847,caption_text_removal,violent_graphic,Nano,12,74
EVT_03847,caption_text_removal,violent_graphic,Nano,13,74
EVT_03847,caption_text_removal,violent_graphic,Nano,14,75
EVT_03847,caption_text_removal,violent_graphic,Nano,15,75
EVT_01901,audio_mute,spam_fake_engagement,Nano,-5,278
EVT_01901,audio_mute,spam_fake_engagement,Nano,-4,279
EVT_01901,audio_mute,spam_fake_engagement,Nano,-3,282
EVT_01901,audio_mute,spam_fake_engagement,Nano,-2,290
EVT_01901,audio_mute,spam_fake_engagement,Nano,-1,277
EVT_01901,audio_mute,spam_fake_engagement,Nano,0,276
EVT_01901,audio_mute,spam_fake_engagement,Nano,1,257
EVT_01901,audio_mute,spam_fake_engagement,Nano,2,249
EVT_01901,audio_mute,spam_fake_engagement,Nano,3,235
EVT_01901,audio_mute,spam_fake_engagement,Nano,4,216
EVT_01901,audio_mute,spam_fake_engagement,Nano,5,205
EVT_01901,audio_mute,spam_fake_engagement,Nano,6,200
EVT_01901,audio_mute,spam_fake_engagement,Nano,7,204
EVT_01901,audio_mute,spam_fake_engagement,Nano,8,206
EVT_01901,audio_mute,spam_fake_engagement,Nano,9,205
EVT_01901,audio_mute,spam_fake_engagement,Nano,10,201
EVT_01901,audio_mute,spam_fake_engagement,Nano,11,196
EVT_01901,audio_mute,spam_fake_engagement,Nano,12,198
EVT_01901,audio_mute,spam_fake_engagement,Nano,13,204
EVT_01901,audio_mute,spam_fake_engagement,Nano,14,214
EVT_01901,audio_mute,spam_fake_engagement,Nano,15,200
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,-5,246
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,-4,239
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,-3,236
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,-2,239
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,-1,228
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,0,249
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,1,225
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,2,225
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,3,213
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,4,205
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,5,207
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,6,200
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,7,197
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,8,199
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,9,199
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,10,203
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,11,203
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,12,213
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,13,196
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,14,205
EVT_01088,content_warning_overlay,adult_nudity_sexual,Nano,15,205
EVT_02948,stream_pause,minor_safety,Micro,-5,1785
EVT_02948,stream_pause,minor_safety,Micro,-4,1754
EVT_02948,stream_pause,minor_safety,Micro,-3,1766
EVT_02948,stream_pause,minor_safety,Micro,-2,1753
EVT_02948,stream_pause,minor_safety,Micro,-1,1688
EVT_02948,stream_pause,minor_safety,Micro,0,1778
EVT_02948,stream_pause,minor_safety,Micro,1,1670
EVT_02948,stream_pause,minor_safety,Micro,2,1580
EVT_02948,stream_pause,minor_safety,Micro,3,1498
EVT_02948,stream_pause,minor_safety,Micro,4,1376
EVT_02948,stream_pause,minor_safety,Micro,5,1319
